Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Liceal si postliceal, Feminin, Constanta, Anul 2011, Numar persoane, 1108
- Liceal si postliceal, Feminin, Constanta, Anul 2012, Numar persoane, 1356
- Liceal si postliceal, Feminin, Constanta, Anul 2013, Numar persoane, 1374
- Liceal si postliceal, Feminin, Constanta, Anul 2014, Numar persoane, 982
- Liceal si postliceal, Feminin, Constanta, Anul 2015, Numar persoane, 865
- Liceal si postliceal, Feminin, Constanta, Anul 2016, Numar persoane, 725
- Liceal si postliceal, Feminin, Constanta, Anul 2017, Numar persoane, 1216
- Liceal si postliceal, Feminin, Constanta, Anul 2018, Numar persoane, 639
- Liceal si postliceal, Feminin, Constanta, Anul 2019, Numar persoane, 918
- Liceal si postliceal, Feminin, Constanta, Anul 2020, Numar persoane, 1072
- Liceal si postliceal, Feminin, Constanta, Anul 2021, Numar persoane, 703
- Liceal si postliceal, Feminin, Constanta, Anul 2022, Numar persoane, 660
- Liceal si postliceal, Feminin, Constanta, Anul 2023, Numar persoane, 757
- Liceal si postliceal, Feminin, Galati, Anul 2011, Numar persoane, 515
- Liceal si postliceal, Feminin, Galati, Anul 2012, Numar persoane, 486
- Liceal si postliceal, Feminin, Galati, Anul 2013, Numar persoane, 552
- Liceal si postliceal, Feminin, Galati, Anul 2014, Numar persoane, 385
- Liceal si postliceal, Feminin, Galati, Anul 2015, Numar persoane, 276
- Liceal si postliceal, Feminin, Galati, Anul 2016, Numar persoane, 201
- Liceal si postliceal, Feminin, Galati, Anul 2017, Numar persoane, 232
- Liceal si postliceal, Feminin, Galati, Anul 2018, Numar persoane, 295
- Liceal si postliceal, Feminin, Galati, Anul 2019, Numar persoane, 222
- Liceal si postliceal, Feminin, Galati, Anul 2020, Numar persoane, 427
- Liceal si postliceal, Feminin, Galati, Anul 2021, Numar persoane, 204
- Liceal si postliceal, Feminin, Galati, Anul 2022, Numar persoane, 154
- Liceal si postliceal, Feminin, Galati, Anul 2023, Numar persoane, 201
- Liceal si postliceal, Feminin, Tulcea, Anul 2011, Numar persoane, 330
- Liceal si postliceal, Feminin, Tulcea, Anul 2012, Numar persoane, 323
- Liceal si postliceal, Feminin, Tulcea, Anul 2013, Numar persoane, 312
- Liceal si postliceal, Feminin, Tulcea, Anul 2014, Numar persoane, 243
- Liceal si postliceal, Feminin, Tulcea, Anul 2015, Numar persoane, 217
- Liceal si postliceal, Feminin, Tulcea, Anul 2016, Numar persoane, 210
- Liceal si postliceal, Feminin, Tulcea, Anul 2017, Numar persoane, 165
- Liceal si postliceal, Feminin, Tulcea, Anul 2018, Numar persoane, 106
- Liceal si postliceal, Feminin, Tulcea, Anul 2019, Numar persoane, 121
- Liceal si postliceal, Feminin, Tulcea, Anul 2020, Numar persoane, 194
- Liceal si postliceal, Feminin, Tulcea, Anul 2021, Numar persoane, 134
- Liceal si postliceal, Feminin, Tulcea, Anul 2022, Numar persoane, 132
- Liceal si postliceal, Feminin, Tulcea, Anul 2023, Numar persoane, 141
- Liceal si postliceal, Feminin, Vrancea, Anul 2011, Numar persoane, 294
- Liceal si postliceal, Feminin, Vrancea, Anul 2012, Numar persoane, 242
- Liceal si postliceal, Feminin, Vrancea, Anul 2013, Numar persoane, 319
- Liceal si postliceal, Feminin, Vrancea, Anul 2014, Numar persoane, 231
- Liceal si postliceal, Feminin, Vrancea, Anul 2015, Numar persoane, 163
- Liceal si postliceal, Feminin, Vrancea, Anul 2016, Numar persoane, 131
- Liceal si postliceal, Feminin, Vrancea, Anul 2017, Numar persoane, 146
- Liceal si postliceal, Feminin, Vrancea, Anul 2018, Numar persoane, 164
- Liceal si postliceal, Feminin, Vrancea, Anul 2019, Numar persoane, 127
- Liceal si postliceal, Feminin, Vrancea, Anul 2020, Numar persoane, 256
- Liceal si postliceal, Feminin, Vrancea, Anul 2021, Numar persoane, 157
- Liceal si postliceal, Feminin, Vrancea, Anul 2022, Numar persoane, 95
- Liceal si postliceal, Feminin, Vrancea, Anul 2023, Numar persoane, 113
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 5936
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 5882
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 6321
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 4643
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 3327
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 2677
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2017, Numar persoane, 2697
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2018, Numar persoane, 2500
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2019, Numar persoane, 2356
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2020, Numar persoane, 4617
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2021, Numar persoane, 2632
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2022, Numar persoane, 1785
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2023, Numar persoane, 1954
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 3875
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 3849
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 4048
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 3082
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 2385
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 1958
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2017, Numar persoane, 1883
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2018, Numar persoane, 1981
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2019, Numar persoane, 1876
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2020, Numar persoane, 3396
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2021, Numar persoane, 2019
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2022, Numar persoane, 1456
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2023, Numar persoane, 1605
- Liceal si postliceal, Feminin, Arges, Anul 2011, Numar persoane, 956
- Liceal si postliceal, Feminin, Arges, Anul 2012, Numar persoane, 980
- Liceal si postliceal, Feminin, Arges, Anul 2013, Numar persoane, 1183
- Liceal si postliceal, Feminin, Arges, Anul 2014, Numar persoane, 769
- Liceal si postliceal, Feminin, Arges, Anul 2015, Numar persoane, 539
- Liceal si postliceal, Feminin, Arges, Anul 2016, Numar persoane, 469
- Liceal si postliceal, Feminin, Arges, Anul 2017, Numar persoane, 501
- Liceal si postliceal, Feminin, Arges, Anul 2018, Numar persoane, 377
- Liceal si postliceal, Feminin, Arges, Anul 2019, Numar persoane, 506
- Liceal si postliceal, Feminin, Arges, Anul 2020, Numar persoane, 1004
- Liceal si postliceal, Feminin, Arges, Anul 2021, Numar persoane, 691
- Liceal si postliceal, Feminin, Arges, Anul 2022, Numar persoane, 444
- Liceal si postliceal, Feminin, Arges, Anul 2023, Numar persoane, 418
- Liceal si postliceal, Feminin, Calarasi, Anul 2011, Numar persoane, 231
- Liceal si postliceal, Feminin, Calarasi, Anul 2012, Numar persoane, 233
- Liceal si postliceal, Feminin, Calarasi, Anul 2013, Numar persoane, 221
- Liceal si postliceal, Feminin, Calarasi, Anul 2014, Numar persoane, 174
- Liceal si postliceal, Feminin, Calarasi, Anul 2015, Numar persoane, 124
- Liceal si postliceal, Feminin, Calarasi, Anul 2016, Numar persoane, 69
- Liceal si postliceal, Feminin, Calarasi, Anul 2017, Numar persoane, 93
- Liceal si postliceal, Feminin, Calarasi, Anul 2018, Numar persoane, 108
- Liceal si postliceal, Feminin, Calarasi, Anul 2019, Numar persoane, 92
- Liceal si postliceal, Feminin, Calarasi, Anul 2020, Numar persoane, 189
- Liceal si postliceal, Feminin, Calarasi, Anul 2021, Numar persoane, 78
- Liceal si postliceal, Feminin, Calarasi, Anul 2022, Numar persoane, 98
- Liceal si postliceal, Feminin, Calarasi, Anul 2023, Numar persoane, 107
- Liceal si postliceal, Feminin, Dambovita, Anul 2011, Numar persoane, 613
- Liceal si postliceal, Feminin, Dambovita, Anul 2012, Numar persoane, 530
- Liceal si postliceal, Feminin, Dambovita, Anul 2013, Numar persoane, 587
- Liceal si postliceal, Feminin, Dambovita, Anul 2014, Numar persoane, 405
- Liceal si postliceal, Feminin, Dambovita, Anul 2015, Numar persoane, 289
- Liceal si postliceal, Feminin, Dambovita, Anul 2016, Numar persoane, 225
- Liceal si postliceal, Feminin, Dambovita, Anul 2017, Numar persoane, 253
- Liceal si postliceal, Feminin, Dambovita, Anul 2018, Numar persoane, 303
- Liceal si postliceal, Feminin, Dambovita, Anul 2019, Numar persoane, 210
- Liceal si postliceal, Feminin, Dambovita, Anul 2020, Numar persoane, 370
- Liceal si postliceal, Feminin, Dambovita, Anul 2021, Numar persoane, 260
- Liceal si postliceal, Feminin, Dambovita, Anul 2022, Numar persoane, 220
- Liceal si postliceal, Feminin, Dambovita, Anul 2023, Numar persoane, 248
- Liceal si postliceal, Feminin, Giurgiu, Anul 2011, Numar persoane, 262
- Liceal si postliceal, Feminin, Giurgiu, Anul 2012, Numar persoane, 247
- Liceal si postliceal, Feminin, Giurgiu, Anul 2013, Numar persoane, 216
- Liceal si postliceal, Feminin, Giurgiu, Anul 2014, Numar persoane, 173
- Liceal si postliceal, Feminin, Giurgiu, Anul 2015, Numar persoane, 145
- Liceal si postliceal, Feminin, Giurgiu, Anul 2016, Numar persoane, 148
- Liceal si postliceal, Feminin, Giurgiu, Anul 2017, Numar persoane, 82
- Liceal si postliceal, Feminin, Giurgiu, Anul 2018, Numar persoane, 82
- Liceal si postliceal, Feminin, Giurgiu, Anul 2019, Numar persoane, 79
- Liceal si postliceal, Feminin, Giurgiu, Anul 2020, Numar persoane, 189
- Liceal si postliceal, Feminin, Giurgiu, Anul 2021, Numar persoane, 85
- Liceal si postliceal, Feminin, Giurgiu, Anul 2022, Numar persoane, 60
- Liceal si postliceal, Feminin, Giurgiu, Anul 2023, Numar persoane, 48
- Liceal si postliceal, Feminin, Ialomita, Anul 2011, Numar persoane, 288
- Liceal si postliceal, Feminin, Ialomita, Anul 2012, Numar persoane, 341
- Liceal si postliceal, Feminin, Ialomita, Anul 2013, Numar persoane, 334
- Liceal si postliceal, Feminin, Ialomita, Anul 2014, Numar persoane, 291
- Liceal si postliceal, Feminin, Ialomita, Anul 2015, Numar persoane, 225
- Liceal si postliceal, Feminin, Ialomita, Anul 2016, Numar persoane, 183
- Liceal si postliceal, Feminin, Ialomita, Anul 2017, Numar persoane, 211
- Liceal si postliceal, Feminin, Ialomita, Anul 2018, Numar persoane, 183
- Liceal si postliceal, Feminin, Ialomita, Anul 2019, Numar persoane, 166
- Liceal si postliceal, Feminin, Ialomita, Anul 2020, Numar persoane, 266
- Liceal si postliceal, Feminin, Ialomita, Anul 2021, Numar persoane, 134
- Liceal si postliceal, Feminin, Ialomita, Anul 2022, Numar persoane, 94
- Liceal si postliceal, Feminin, Ialomita, Anul 2023, Numar persoane, 135
- Liceal si postliceal, Feminin, Prahova, Anul 2011, Numar persoane, 1157
- Liceal si postliceal, Feminin, Prahova, Anul 2012, Numar persoane, 1106
- Liceal si postliceal, Feminin, Prahova, Anul 2013, Numar persoane, 1080
- Liceal si postliceal, Feminin, Prahova, Anul 2014, Numar persoane, 897
- Liceal si postliceal, Feminin, Prahova, Anul 2015, Numar persoane, 646
- Liceal si postliceal, Feminin, Prahova, Anul 2016, Numar persoane, 602
- Liceal si postliceal, Feminin, Prahova, Anul 2017, Numar persoane, 532
- Liceal si postliceal, Feminin, Prahova, Anul 2018, Numar persoane, 603
- Liceal si postliceal, Feminin, Prahova, Anul 2019, Numar persoane, 524
- Liceal si postliceal, Feminin, Prahova, Anul 2020, Numar persoane, 1031
- Liceal si postliceal, Feminin, Prahova, Anul 2021, Numar persoane, 476
- Liceal si postliceal, Feminin, Prahova, Anul 2022, Numar persoane, 332
- Liceal si postliceal, Feminin, Prahova, Anul 2023, Numar persoane, 377
- Liceal si postliceal, Feminin, Teleorman, Anul 2011, Numar persoane, 368
- Liceal si postliceal, Feminin, Teleorman, Anul 2012, Numar persoane, 412
- Liceal si postliceal, Feminin, Teleorman, Anul 2013, Numar persoane, 427
- Liceal si postliceal, Feminin, Teleorman, Anul 2014, Numar persoane, 373
- Liceal si postliceal, Feminin, Teleorman, Anul 2015, Numar persoane, 417
- Liceal si postliceal, Feminin, Teleorman, Anul 2016, Numar persoane, 262
- Liceal si postliceal, Feminin, Teleorman, Anul 2017, Numar persoane, 211
- Liceal si postliceal, Feminin, Teleorman, Anul 2018, Numar persoane, 325
- Liceal si postliceal, Feminin, Teleorman, Anul 2019, Numar persoane, 299
- Liceal si postliceal, Feminin, Teleorman, Anul 2020, Numar persoane, 347
- Liceal si postliceal, Feminin, Teleorman, Anul 2021, Numar persoane, 295
- Liceal si postliceal, Feminin, Teleorman, Anul 2022, Numar persoane, 208
- Liceal si postliceal, Feminin, Teleorman, Anul 2023, Numar persoane, 272
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 2061
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 2033
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 2273
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 1561
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 942
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 719
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar persoane, 814
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2018, Numar persoane, 519
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2019, Numar persoane, 480
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2020, Numar persoane, 1221
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2021, Numar persoane, 613
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2022, Numar persoane, 329
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2023, Numar persoane, 349
- Liceal si postliceal, Feminin, Ilfov, Anul 2011, Numar persoane, 224
- Liceal si postliceal, Feminin, Ilfov, Anul 2012, Numar persoane, 211
- Liceal si postliceal, Feminin, Ilfov, Anul 2013, Numar persoane, 267
- Liceal si postliceal, Feminin, Ilfov, Anul 2014, Numar persoane, 254
- Liceal si postliceal, Feminin, Ilfov, Anul 2015, Numar persoane, 112
- Liceal si postliceal, Feminin, Ilfov, Anul 2016, Numar persoane, 130
- Liceal si postliceal, Feminin, Ilfov, Anul 2017, Numar persoane, 96
- Liceal si postliceal, Feminin, Ilfov, Anul 2018, Numar persoane, 71
- Liceal si postliceal, Feminin, Ilfov, Anul 2019, Numar persoane, 63
- Liceal si postliceal, Feminin, Ilfov, Anul 2020, Numar persoane, 189
- Liceal si postliceal, Feminin, Ilfov, Anul 2021, Numar persoane, 103
- Liceal si postliceal, Feminin, Ilfov, Anul 2022, Numar persoane, 58
- Liceal si postliceal, Feminin, Ilfov, Anul 2023, Numar persoane, 79
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2011, Numar persoane, 1837
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2012, Numar persoane, 1822
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2013, Numar persoane, 2006
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2014, Numar persoane, 1307
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2015, Numar persoane, 830
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2016, Numar persoane, 589
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2017, Numar persoane, 718
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2018, Numar persoane, 448
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2019, Numar persoane, 417
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2020, Numar persoane, 1032
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2021, Numar persoane, 510
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2022, Numar persoane, 271
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2023, Numar persoane, 270
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 6351
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 6088
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 6611
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 4388
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 4359
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 4134
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2017, Numar persoane, 3285
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2018, Numar persoane, 3139
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2019, Numar persoane, 3030
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2020, Numar persoane, 5496
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2021, Numar persoane, 3090
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2022, Numar persoane, 2398
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2023, Numar persoane, 2814
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 3756
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 3424
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 4009
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 2616
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 2844
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 2362
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar persoane, 1991
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2018, Numar persoane, 1938
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2019, Numar persoane, 1981
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2020, Numar persoane, 3083
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2021, Numar persoane, 1794
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2022, Numar persoane, 1392
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2023, Numar persoane, 1649
- Liceal si postliceal, Feminin, Dolj, Anul 2011, Numar persoane, 871
- Liceal si postliceal, Feminin, Dolj, Anul 2012, Numar persoane, 841
- Liceal si postliceal, Feminin, Dolj, Anul 2013, Numar persoane, 1054
- Liceal si postliceal, Feminin, Dolj, Anul 2014, Numar persoane, 821
- Liceal si postliceal, Feminin, Dolj, Anul 2015, Numar persoane, 817
- Liceal si postliceal, Feminin, Dolj, Anul 2016, Numar persoane, 545
- Liceal si postliceal, Feminin, Dolj, Anul 2017, Numar persoane, 435
- Liceal si postliceal, Feminin, Dolj, Anul 2018, Numar persoane, 508
- Liceal si postliceal, Feminin, Dolj, Anul 2019, Numar persoane, 472
- Liceal si postliceal, Feminin, Dolj, Anul 2020, Numar persoane, 830
- Liceal si postliceal, Feminin, Dolj, Anul 2021, Numar persoane, 444
- Liceal si postliceal, Feminin, Dolj, Anul 2022, Numar persoane, 327
